,PC1,PC2,tsne1,tsne2,time
E0_531,1.0752211713881097,-1.0111473270205713,-62.33321,7.824235,0.5315315315315315
E1_843,2.1522032212352604,0.46320627615332505,-15.514309,-0.58901674,0.8438438438438438
E2_63,-2.951404880034422,1.3846145734913309,39.40743,-52.10958,0.06306306306306306
E3_444,-0.5854614956962947,-1.3092474576545945,-10.399208,65.14545,0.4444444444444444
E4_809,1.7037150242477437,-0.5704825076637455,-48.305183,-3.5287046,0.8098098098098098
E5_755,1.4924906028986216,-0.1700135181220966,-29.406902,-16.771214,0.7557557557557557
E6_390,-2.103250206452711,0.1098089612632971,57.69785,14.584943,0.39039039039039036
E7_916,2.9976476243650474,1.3068947504020476,-12.215545,-50.477837,0.9169169169169169
E8_3,-3.0418264425216335,1.5533804695059807,16.070847,-76.640755,0.003003003003003003
E9_549,-0.21384778592644724,-1.0784340646503134,-33.814186,42.23429,0.5495495495495496
E10_351,-1.498014794521182,-0.6616866924850536,21.269657,34.407104,0.35135135135135137
E11_658,1.2697385827317123,-1.1661916130200614,-50.360363,11.779723,0.6586586586586587
E12_540,0.13083912895309643,-1.5523127671756662,-25.37037,39.399406,0.5405405405405406
E13_757,2.668831073444178,1.7023741506271632,7.702897,-21.805752,0.7577577577577578
E14_897,2.285368666777241,0.9966840159654209,-10.10984,-10.881078,0.8978978978978979
E15_360,-1.1836803882576825,-1.213730509355704,25.490562,43.521564,0.36036036036036034
E16_202,-2.5263566087381273,0.7021099251031351,54.42449,-8.202549,0.2022022022022022
E17_771,2.1357476222199323,-0.14814098998605332,-37.68786,-14.37494,0.7717717717717718
E18_235,-2.2267540894577,0.40810557741534204,54.204548,1.9948031,0.23523523523523523
E19_750,1.766611935910322,-0.6539088589169579,-41.748722,-6.328951,0.7507507507507507
E20_876,3.102849467053386,1.4275095104728739,-12.884988,-53.19664,0.8768768768768769
E21_239,-2.566062070276624,0.791962423729242,52.670975,-14.926399,0.23923923923923923
E22_404,-1.0305613950198307,-1.1228485362716896,14.766596,48.828373,0.4044044044044044
E23_860,2.481527098964138,1.4815469137492623,-5.497047,-46.313602,0.8608608608608609
E24_140,-2.6600915361926507,0.8548306468857936,63.49352,-17.244825,0.14014014014014015
E25_655,2.1689192490350697,-0.4335205533196339,-40.62546,-12.356303,0.6556556556556556
E26_963,2.9092700286008664,1.7308147247067673,-14.4130335,-66.01633,0.963963963963964
E27_43,-2.909600393856001,1.4048945734121834,30.860126,-44.320534,0.043043043043043044
E28_181,-2.6710272735826774,0.8818769898435342,48.167263,-14.298443,0.18118118118118118
E29_536,0.25997860816889756,-1.8901428596360583,-15.810958,60.62104,0.5365365365365365
E30_16,-3.0143620175586867,1.548400938074303,15.164816,-76.83972,0.016016016016016016
E31_14,-2.9948095588572,1.4824078982526099,26.219177,-66.362854,0.014014014014014014
E32_688,0.5759531504668852,-1.018437073842445,-57.320065,23.26226,0.6886886886886887
E33_990,3.240278302030484,0.9740418346972508,-11.750628,-58.26616,0.990990990990991
E34_880,2.9746812787467944,1.5562264072627883,2.765979,-28.876505,0.8808808808808809
E35_805,1.0319710594954825,-1.1063147536160247,-66.61236,8.257855,0.8058058058058059
E36_946,2.703644882137622,0.9883967552541029,2.8888063,-8.324665,0.9469469469469469
E37_596,0.8811211710878881,-1.0715582314040974,-50.05787,16.491205,0.5965965965965966
E38_735,2.3508855883945716,0.003164247506776044,-40.289143,-21.268433,0.7357357357357357
E39_757,2.5446827791038857,0.389576871825267,-14.382113,-12.327874,0.7577577577577578
E40_558,0.5426677354052817,-1.4796146084203934,-34.875683,28.358664,0.5585585585585585
E41_799,2.1878519885081484,0.44603546592438204,-15.998289,-11.75431,0.7997997997997998
E42_250,-1.9975781909161834,-0.16962448860329205,54.973236,23.802889,0.2502502502502503
E43_430,0.0010818246501738983,-1.5097942535116302,-27.646782,33.876797,0.43043043043043044
E44_974,2.7236639526040203,1.7412764235507914,-9.232794,-47.9752,0.974974974974975
E45_956,2.6024022314186306,2.1251155859047057,-15.278486,-49.22553,0.9569569569569569
E46_49,-2.9447414746269094,1.401136676969453,37.399704,-52.395462,0.04904904904904905
E47_503,-0.1785267945435588,-1.421156430441525,-19.839622,44.492935,0.5035035035035035
E48_338,-1.386142506823096,-0.8664649072049352,22.622244,33.13195,0.3383383383383383
E49_717,1.9180008197392315,-0.7991574025532905,-47.54455,-8.456259,0.7177177177177178
E50_31,-2.9959260662606564,1.4651539356732584,26.045826,-66.1936,0.031031031031031032
E51_794,2.4532119405934565,0.7599277555485742,-9.772427,0.24539846,0.7947947947947948
E52_326,-1.9573278228750317,0.041128075987409286,35.651154,13.754373,0.3263263263263263
E53_854,2.8670001762379163,0.4746434778395032,2.2600293,-5.6546674,0.8548548548548549
E54_712,2.612667609294093,0.6087157502932832,-9.280687,-5.8239384,0.7127127127127127
E55_108,-2.8224371036380855,1.1287117813741274,47.536633,-31.280619,0.10810810810810811
E56_363,-1.0210202267792239,-1.097502404649982,5.7189655,53.417046,0.3633633633633634
E57_945,3.2035505933961996,1.2606676036855895,-9.089009,-53.560753,0.9459459459459459
E58_577,1.347561105501325,-1.1394810901865293,-57.792706,10.602584,0.5775775775775776
E59_424,-0.8110400445103428,-1.164342442156466,-2.0081499,54.79096,0.4244244244244244
E60_454,0.012696847036326704,-1.3871699200255228,-31.461447,45.332542,0.4544544544544545
E61_753,1.8184809883774635,-0.40183261340633303,-49.770687,-19.262869,0.7537537537537538
E62_401,-1.0680157078700878,-1.2698550107992996,19.945383,48.1786,0.4014014014014014
E63_333,-1.9661091340176229,-0.16414262528065127,37.250397,16.222616,0.3333333333333333
E64_633,1.259385485772923,-1.0869636171983377,-61.55101,6.591878,0.6336336336336337
E65_598,0.6360488329514944,-1.0103687615623875,-66.19277,14.408645,0.5985985985985987
E66_481,0.8730664411512161,-1.1293605372617603,-56.997425,18.531208,0.48148148148148145
E67_970,2.7496240620537633,1.4557689069617188,-7.665667,-45.653408,0.970970970970971
E68_450,-0.459883445547362,-1.5527898402894924,-7.891543,51.738747,0.45045045045045046
E69_669,0.8393881835331742,-0.98416082775539,-54.73908,8.202046,0.6696696696696697
E70_535,-0.21036038349047462,-1.1188468320968852,-34.034103,41.70858,0.5355355355355356
E71_166,-2.601267617139751,0.7494288679080753,60.01427,-8.067687,0.16616616616616617
E72_152,-2.666233535796414,0.8877845037194806,61.1914,-15.797184,0.15215215215215216
E73_1,-3.049005220660153,1.5752347627191463,15.723948,-78.74727,0.001001001001001001
E74_554,-0.4056653171767096,-1.2045266532932088,-13.443894,54.73204,0.5545545545545546
E75_175,-2.455562369035057,0.5646712235327814,53.76795,-0.37009272,0.17517517517517517
E76_489,-0.9171650824543545,-1.0886160607990754,0.5519595,54.46566,0.4894894894894895
E77_882,3.0822123797659917,0.7455666018104787,-1.5337611,-28.258692,0.8828828828828829
E78_697,0.5303088127408493,-1.378023448206393,-47.44642,29.019209,0.6976976976976977
E79_920,2.970841019361947,1.350139153127974,-0.64635617,-37.131107,0.9209209209209209
E80_619,1.3983988005941068,-0.3241280106643295,-51.79336,-11.633841,0.6196196196196196
E81_673,2.000783753564899,-0.3435160632231393,-45.365677,-15.0313425,0.6736736736736737
E82_978,2.69622003442164,0.2379655019123408,2.1955795,-4.525111,0.978978978978979
E83_456,0.24030257722645845,-1.3056129852518614,-42.71176,42.04949,0.45645645645645644
E84_1,-3.045556530874502,1.5727198504665645,15.523575,-78.36455,0.001001001001001001
E85_174,-2.359947828525246,0.4256659537927574,47.040115,4.1867666,0.17417417417417416
E86_516,0.4007144311005747,-1.5334563901302214,-30.340803,29.650969,0.5165165165165165
E87_916,2.3270553220853594,1.2141124074072265,1.1787992,-10.679403,0.9169169169169169
E88_940,3.384239665405175,1.2350873243514895,8.073307,-23.94529,0.9409409409409409
E89_239,-2.120379368581384,0.026683205336751874,41.97953,17.514788,0.23923923923923923
E90_526,0.1726145435495256,-1.5033334337341966,-27.613611,43.320747,0.5265265265265265
E91_861,2.6976624949335513,0.7615654258188898,5.1369047,-32.52822,0.8618618618618619
E92_578,1.2732099596134043,-0.9742734321506926,-55.448944,11.0921955,0.5785785785785785
E93_185,-2.720503448576094,0.9894340810394093,54.270084,-28.566776,0.18518518518518517
E94_708,1.737992204984935,-0.1466573039350279,-40.603096,-18.205992,0.7087087087087087
E95_492,-0.9676182025398653,-1.1066292114219198,7.360668,47.805546,0.4924924924924925
E96_501,0.036665302348195164,-1.4909798211826506,-31.330433,46.852707,0.5015015015015015
E97_588,0.45016121383154034,-1.7982782451454002,-26.723383,40.42126,0.5885885885885885
E98_177,-2.3375754759817675,0.2930353188019702,43.75201,1.7935976,0.17717717717717718
E99_856,2.9788365820380647,1.2539968561004748,8.294848,-31.752588,0.8568568568568569
E100_402,-0.6889117987859732,-1.2656403541884633,-2.6700966,63.606308,0.4024024024024024
E101_283,-1.9741014100656773,-0.1639067628037775,42.961586,22.179056,0.2832832832832833
E102_748,1.424716383351336,-0.6305442197804865,-53.193886,-5.8698215,0.7487487487487487
E103_677,1.2120454418549973,-0.8357918571205412,-58.6288,4.034622,0.6776776776776777
E104_764,1.399360267156257,0.035382108969173286,-34.30946,-12.808112,0.7647647647647647
E105_463,-0.28538173021984037,-1.7360603786093292,-9.696084,54.55234,0.46346346346346345
E106_609,0.8793495029930084,-0.9808257572539992,-67.342,8.503448,0.6096096096096096
E107_730,2.438829863783782,0.5130049481461942,-19.316381,-6.2567954,0.7307307307307307
E108_206,-2.2066087528504035,0.1854543910653617,41.324436,12.164548,0.2062062062062062
E109_664,0.7532401723557989,-1.0598031446590082,-57.6164,16.292807,0.6646646646646647
E110_79,-2.908879949635885,1.3376995481321066,41.292118,-46.82595,0.07907907907907907
E111_890,2.1186754081812054,-0.4491378341670689,-45.93126,-15.928148,0.8908908908908909
E112_486,0.5015261860058334,-1.3645164247152628,-48.340305,23.801989,0.4864864864864865
E113_732,2.2285808307932995,-0.1309182946887191,-29.361618,-9.824297,0.7327327327327328
E114_936,2.693596361518587,0.891525875764091,-6.9778676,-44.758633,0.9369369369369369
E115_225,-2.164117054290803,0.15281328735584285,51.874737,17.936455,0.22522522522522523
E116_431,-0.7830286087724475,-1.3491532206056662,-0.72958106,45.134007,0.4314314314314314
E117_88,-2.9459654094324903,1.3584095202573563,25.880508,-51.45977,0.08808808808808809
E118_167,-2.589416837390058,0.706363239978713,62.002018,-6.274253,0.16716716716716717
E119_92,-2.8157070922468335,1.1832856576626476,49.8545,-26.492203,0.0920920920920921
