,PC1,PC2,tsne1,tsne2,time
E0_317,-1.8599054609723278,0.9648631244953471,-34.723896,-0.26383322,0.3967459324155194
E1_109,-0.7161675428062321,-0.9449119139021184,44.903446,-10.659754,0.13642052565707133
E2_597,-1.8279810491729236,0.7304397458552839,-29.916134,-16.768524,0.7471839799749687
E3_708,-1.6456377534307627,0.5119414877726394,-15.304812,-3.1631691,0.886107634543179
E4_496,-1.8530095300125857,0.6479003314070219,-16.45959,-28.381275,0.6207759699624531
E5_245,-1.7656578989056388,0.8324760369829234,-32.513844,-14.777483,0.30663329161451813
E6_718,-1.8537111394929844,0.6483592136670798,-41.323025,-24.694313,0.8986232790988736
E7_30,-0.6960144739746217,-1.2303235580136698,50.69402,-26.015697,0.03754693366708386
E8_292,-1.2047851360603952,-0.6585215718531802,-71.47663,-7.3008685,0.36545682102628285
E9_509,-1.8479101595941514,0.7986195196721374,-34.101078,-13.541802,0.6370463078848561
E10_765,-1.8613013329965467,0.8183104063848715,-33.897892,-14.082815,0.9574468085106383
E11_496,3.0844029662595185,0.6457365142610658,-5.473505,43.4852,0.6207759699624531
E12_772,-1.7315122139773194,0.5040236154644091,-8.632664,-17.861805,0.9662077596996246
E13_229,0.5074857767047012,-1.2251553274014206,21.66717,11.74568,0.28660826032540676
E14_197,-0.48388465154808735,-0.7738019249465546,18.594225,-1.5915657,0.246558197747184
E15_41,-0.7128963875131236,-1.2533858354278544,57.836243,-30.708784,0.05131414267834793
E16_131,-0.5555793317533017,-1.035160896094456,29.456768,-7.7449217,0.1639549436795995
E17_565,2.4408739739040874,0.47387468688001866,3.4311383,59.539772,0.7071339173967459
E18_381,0.1807804639966844,-0.9462153929278209,18.52394,7.40851,0.47684605757196497
E19_103,-0.7025643649931933,-1.1374008932312987,59.01581,-19.72045,0.12891113892365458
E20_672,3.1422614175505346,0.6996944038199754,-20.596039,45.632507,0.8410513141426783
E21_99,-0.6284306976506612,-1.093395073392911,45.447586,-14.552929,0.12390488110137672
E22_582,3.2042467241601176,0.6505269949945531,-12.782009,59.099003,0.7284105131414268
E23_628,-1.7629114624320903,0.5404253107047388,-15.108146,-13.148948,0.785982478097622
E24_788,-1.9345457501735603,0.8872988887832287,-29.5482,-13.589151,0.986232790988736
E25_541,3.1243220805328464,0.330429662523923,-5.716008,58.032246,0.6770963704630788
E26_153,-0.5388069791299058,-0.7629250861226795,26.638666,-7.773841,0.19148936170212766
E27_442,-1.8771416326879984,0.8125531536138867,-24.695839,-27.817762,0.5531914893617021
E28_217,-1.1697547962402035,-0.11455719116958854,6.785923,-13.105979,0.2715894868585732
E29_301,-1.5623255491185222,0.4767620980997804,-7.9965906,-15.111658,0.376720901126408
E30_272,-1.0668530836902967,0.14237779396488467,3.0365796,-3.7638164,0.3404255319148936
E31_418,1.773912660335265,-0.6210456422573686,22.660294,31.217203,0.523153942428035
E32_515,-1.712346221567068,0.5007582173616213,-8.669905,-20.208237,0.6445556946182729
E33_480,-1.903046913860402,0.7667387304899006,-25.882517,-21.503534,0.6007509386733417
E34_656,2.8476774373118316,0.6124365706129614,-20.274172,44.742325,0.8210262828535669
E35_719,2.449276296524927,0.5815415534257525,-4.1788607,53.084053,0.899874843554443
E36_792,3.231462365927894,0.790664658178233,-17.79617,56.339634,0.9912390488110138
E37_265,-1.4540867840241392,0.3702210556125959,-11.5863085,-2.6508558,0.3316645807259074
E38_291,0.7742694322575419,-0.9598637379049934,22.746275,19.528358,0.3642052565707134
E39_192,-0.031128169216930946,-0.9157217221928802,19.278051,4.1948094,0.24030037546933666
E40_137,-0.5824837881752112,-0.9092168548212658,34.58174,-14.881088,0.17146433041301626
E41_197,-0.9464571255797709,-0.2576848519139834,10.844306,-16.118917,0.246558197747184
E42_108,-0.5018979207535348,-1.1080749683623552,39.19202,-15.698024,0.13516896120150187
E43_738,2.455509299533547,0.2985485848321149,-11.746439,40.15691,0.9236545682102628
E44_418,2.6123020554457237,0.2676891617342203,5.741109,37.30303,0.523153942428035
E45_751,3.1363106161522225,0.6039618522361896,-5.4760237,60.082176,0.9399249061326659
E46_620,-1.8447662503478628,0.8694050745415736,-31.319279,-3.7202156,0.7759699624530664
E47_785,-1.9052175998090741,0.8669748846404566,-40.26712,-8.03431,0.9824780976220275
E48_114,-0.7127657564163372,-0.6125235214500764,28.247623,-19.904669,0.14267834793491865
E49_198,-0.5948637867332016,-0.7185212924699946,18.658495,-2.0297987,0.24780976220275344
E50_760,3.3832683609689416,0.7362447272260451,-15.970506,51.609066,0.951188986232791
E51_477,2.3930520915377196,0.04567092149007873,5.1771803,37.59855,0.5969962453066333
E52_72,-0.7987838855432294,-1.0146778245689996,40.889896,-10.967497,0.09011264080100125
E53_413,1.9645013314244422,-0.48229334730292855,22.79232,32.8691,0.5168961201501877
E54_686,3.1495913676066256,0.6089421484845586,-7.9541316,48.53354,0.8585732165206508
E55_608,2.766790430659261,0.42893270281439855,-9.749195,49.73693,0.7609511889862328
