,PC1,PC2,tsne1,tsne2,time
E0_583,-0.3199020675493342,2.4259232800204384,-2.1963725,-4.7082334,0.5835835835835835
E1_373,0.9381233161317601,1.6843605661398788,-13.152207,28.166655,0.3733733733733734
E2_439,-0.10179723317890725,2.506036604955231,-9.9908905,17.229626,0.4394394394394394
E3_526,-1.4411251239662535,2.0886800868589157,-10.767568,-40.611427,0.5265265265265265
E4_968,-1.152952200597978,-2.614172501896976,19.490341,59.824024,0.968968968968969
E5_531,-1.5233206434834214,1.4773767241783904,4.179957,-22.245665,0.5315315315315315
E6_774,-1.8356388670984094,-1.9661925823008217,46.358673,41.66491,0.7747747747747747
E7_202,3.316945234153291,-0.375965218787587,-72.44536,-1.092104,0.2022022022022022
E8_873,-1.8122481577863856,-1.9551980182826785,36.501095,41.853954,0.8738738738738738
E9_494,-0.26592399784244464,2.293841585308956,2.5821023,5.8252816,0.4944944944944945
E10_219,3.2018787561869235,1.2789006904787144,-53.918503,29.155254,0.21921921921921922
E11_949,-1.907457787045487,-1.7984542234705112,47.785522,35.11874,0.94994994994995
E12_658,-2.0934857710767605,-0.4775613858091268,58.541904,-16.677172,0.6586586586586587
E13_800,-2.364666134793004,-1.4567882589080636,46.659695,21.918581,0.8008008008008008
E14_950,-1.2173955745159972,-2.5496482406767473,22.131683,56.809624,0.950950950950951
E15_931,-0.8039967384373722,-2.7360893715295624,24.695728,71.79462,0.9319319319319319
E16_284,2.994678298306677,1.0039386320846562,-63.75894,23.720396,0.28428428428428426
E17_70,2.7561603427581702,-2.3172318209589062,-30.704613,-48.501118,0.07007007007007007
E18_328,1.3400163960885114,2.0446852684176684,-13.277189,39.6034,0.3283283283283283
E19_789,-2.256256459211341,-0.4061031715290949,56.13471,-16.860502,0.7897897897897898
E20_540,-1.955082445581868,1.7899991649863267,9.327914,-38.777916,0.5405405405405406
E21_787,-2.054804168085668,-1.4048480839793334,49.92171,14.175636,0.7877877877877878
E22_449,-0.3184402159632376,2.4264960439142707,-3.44337,-4.7535872,0.4494494494494494
E23_992,-1.1098698598832686,-2.70328774516991,6.9931583,68.04052,0.992992992992993
E24_452,0.2460373561744792,2.6890206225140014,15.85485,11.635125,0.45245245245245247
E25_781,-2.670177200133822,-0.6865242020762894,44.255657,-3.0431054,0.7817817817817818
E26_659,-1.5945497294743076,0.8877154702765571,17.054176,-49.672318,0.6596596596596597
E27_670,-2.380507691788093,0.96460542159179,29.60738,-40.069904,0.6706706706706707
E28_459,-0.3503178338531516,2.0872491261896036,-2.2372723,1.7148879,0.4594594594594595
E29_197,2.9682212550788933,0.9039018397160186,-52.513058,26.549149,0.1971971971971972
E30_186,3.5611205458361277,0.1689806977207016,-69.20374,6.9647713,0.18618618618618618
E31_673,-2.3229884871971693,0.7881802885629254,34.194622,-59.386837,0.6736736736736737
E32_132,2.913658688237572,-1.0388781507137734,-61.39373,-6.5221343,0.13213213213213212
E33_946,-1.2447944902146855,-2.5315999678943255,20.961784,55.849922,0.9469469469469469
E34_583,-1.5518490476566076,2.431482484961485,-12.218314,-32.70793,0.5835835835835835
